order_id,customer_name,age,gender,city,order_date,product_name,category,unit_price,quantity,email,payment_method,status
ORD-10480,Bilal Butt,35.0,Female,Faisalabad,2025-12-28,Monitor,Electronics,42633.42,2,bilal.butt41@gmail.com,EasyPaisa,Cancelled
ORD-10005,Omar Malik,41.0,Male,Islamabad,2025-09-25,Mouse,Accessories,2616.0,3,omar.malik71@gmail.com,Cash,Pending
ORD-10310,Sana Iqbal,20.0,Male,Peshawar,2024-04-05,Headphones,Accessories,8156.46,2,sana.iqbal8@gmail.com,EasyPaisa,Cancelled
ORD-10398,Sara Khan,65.0,Female,Islamabad,2026-01-04,Smart Watch,Accessories,12429.73,1,sara.khan22@gmail.com,JazzCash,Pending
ORD-10026,Fahad Iqbal,23.0,Male,Islamabad,2025-06-04,Printer,Office,34327.64,1,fahad.iqbal65@gmail.com,Bank Transfer,Completed
ORD-10464,Talha Javed,43.0,Female,Islamabad,2024-04-05,Mouse,Accessories,2879.36,1,talha.javed2@gmail.com,Bank Transfer,Pending
ORD-10047,Ali Khan,22.0,Female,Gujranwala,2026-02-25,Smart Watch,Accessories,12107.0,2,ali.khan32@gmail.com,Bank Transfer,Pending
ORD-10368,Usman Raza,61.0,Female,Islamabad,2024-07-06,Printer,Office,0.35174,2,usman.raza93@gmail.com,Card,Cancelled
ORD-10585,Maryam Javed,57.0,Female,Peshawar,2024-09-01,Tablet,Electronics,54046.11,2,maryam.javed60@gmail.com,Card,Returned
ORD-10207,Hamza Butt,59.0,Female,Karachi,2025-04-14,Monitor,Electronics,38737.6,1,hamza.butt15@gmail.com,Cash,Cancelled
27200,Sana Nawaz,40.0,Male,Quetta,2025-09-30,Mouse,Accessories,2651.19,1,sana.nawaz41@gmail.com,Bank Transfer,Returned
ORD-10220,Talha Sheikh,19.0,Female,Multan,2026-02-13,Keyboard,Accessories,4890.73,3,talha.sheikh94@gmail.com,Bank Transfer,Returned
ORD-10116,Ali Sheikh,51.0,Male,Islamabad,2025-03-07,Laptop,Electronics,158299.59,1,ali.sheikh34@gmail.com,EasyPaisa,Returned
ORD-10501,Usman Javed,53.0,Female,Multan,2024-11-20,Headphones,Accessories,8955.56,1,usman.javed14@gmail.com,Cash,Completed
ORD-10471,Bilal Ahmed,33.0,Female,Multan,2024-09-26,Mouse,Accessories,2527.49,1,bilal.ahmed79@gmail.com,Bank Transfer,Cancelled
ORD-10543,Ali Ahmed,56.0,Female,Rawalpindi,2026-05-16,Smart Watch,Accessories,11878.77,1,Unknown,Card,Returned
ORD-10345,Hamza Iqbal,54.0,Male,Karachi,2024-10-02,Mouse,Accessories,2765.48,1,hamza.iqbal60@gmail.com,Cash,Completed
ORD-10172,Maham Malik,57.0,Female,Multan,2024-08-07,Mouse,Accessories,2530.22,2,maham.malik34@gmail.com,Card,Completed
ORD-10018,Bilal Khan,18.0,Male,Lahore,2024-08-13,Printer,Office,32494.29,1,bilal.khan76@gmail.com,Card,Completed
ORD-10133,Ahmed Shah,22.0,Female,Quetta,2025-04-15,Laptop,Electronics,134323.71,1,ahmed.shah95@gmail.com,EasyPaisa,Returned
ORD-10596,Sana Iqbal,29.0,Female,Peshawar,2025-09-30,Usb Drive,Storage,2209.0,4,sana.iqbal90@gmail.com,EasyPaisa,Completed
ORD-10126,Fatima Raza,18.0,Male,Karachi,2024-12-25,Mouse,Accessories,2783.1,4,fatima.raza90@gmail.com,Bank Transfer,Returned
ORD-10195,Usman Butt,30.0,Male,Multan,2024-04-22,Usb Drive,Storage,2144.09,4,usman.butt5@gmail.com,JazzCash,Returned
ORD-10442,Ali Butt,26.0,Male,Quetta,2024-06-13,Headphones,Accessories,9495.02,2,ali.butt6@gmail.com,Card,Completed
ORD-10103,Zainab Butt,60.0,Male,Islamabad,2026-01-08,Mouse,Accessories,2713.64,2,zainab.butt80@gmail.com,Card,Cancelled
ORD-10295,Hina Javed,22.0,Male,Quetta,2026-02-27,Headphones,Accessories,7887.6,2,hina.javed88@gmail.com,Cash,Completed
ORD-10211,Ayesha Malik,50.0,Female,Islamabad,2025-12-03,Mouse,Accessories,2858.02,1,ayesha.malik60@gmail.com,JazzCash,Cancelled
ORD-10205,Sana Sheikh,65.0,Female,Lahore,2024-07-09,Tablet,Electronics,53737.55,2,sana.sheikh5@gmail.com,Cash,Cancelled
ORD-10163,Ahmed Iqbal,30.0,Male,Islamabad,2026-03-21,Mouse,Accessories,2910.25,1,ahmed.iqbal5@gmail.com,JazzCash,Returned
ORD-10597,Omar Ahmed,54.0,Female,Sialkot,2024-01-08,Headphones,Accessories,8898.33,1,omar.ahmed29@gmail.com,Bank Transfer,Cancelled
ORD-10288,Ali Khan,45.0,Male,Multan,2026-05-30,Monitor,Electronics,42814.04,3,ali.khan90@gmail.com,Cash,Pending
ORD-10629,Anum Nawaz,39.0,Female,Multan,2025-03-12,Smartphone,Electronics,70829.48,3,anum.nawaz29@gmail.com,Cash,Pending
ORD-10483,Sara Raza,37.0,Male,Sialkot,2025-02-03,Headphones,Accessories,8499.99,1,Unknown,JazzCash,Returned
ORD-10215,Sara Butt,46.0,Male,Multan,2025-06-06,Usb Drive,Storage,2324.69,1,sara.butt92@gmail.com,Card,Returned
ORD-10401,Maham Shah,29.0,Male,Karachi,2026-03-10,Smart Watch,Accessories,11533.59,4,maham.shah75@gmail.com,Cash,Returned
ORD-10142,Talha Sheikh,39.0,Male,Peshawar,2026-05-07,Smart Watch,Accessories,12429.73,1,talha.sheikh8@gmail.com,Card,Completed
ORD-10191,Talha Khan,48.0,Female,Karachi,2024-12-07,Laptop,Electronics,133469.98,1,talha.khan6@gmail.com,Bank Transfer,Pending
ORD-10179,Ahmed Raza,37.0,Male,Peshawar,2025-10-02,Printer,Office,35395.0,1,ahmed.raza26@gmail.com,Card,Pending
ORD-10085,Hamza Ahmed,18.0,Female,Gujranwala,2026-04-24,Tablet,Electronics,50357.64,3,hamza.ahmed15@gmail.com,unknown,Pending
ORD-10615,Fatima Raza,58.0,Female,Faisalabad,2024-03-18,Smart Watch,Accessories,13652.34,2,fatima.raza38@gmail.com,EasyPaisa,Cancelled
ORD-10045,Fahad Nawaz,42.0,Male,Peshawar,2025-03-28,Monitor,Electronics,40191.13,1,fahad.nawaz84@gmail.com,EasyPaisa,Pending
ORD-10584,Maryam Ahmed,43.0,Male,Rawalpindi,2024-04-15,Usb Drive,Storage,2139.12,1,maryam.ahmed78@gmail.com,Bank Transfer,Completed
ORD-10137,Usman Raza,59.0,Male,Karachi,2026-02-17,Headphones,Accessories,8620.14,2,usman.raza26@gmail.com,EasyPaisa,Returned
ORD-10280,Hamza Sheikh,38.0,Male,Gujranwala,2025-12-29,Headphones,Accessories,9138.13,1,hamza.sheikh90@gmail.com,EasyPaisa,Completed
ORD-10510,Hina Khan,22.0,Female,Islamabad,2026-01-21,Mouse,Accessories,2967.04,1,hina.khan79@gmail.com,Card,Completed
ORD-10136,Fatima Malik,40.0,Female,Karachi,2024-07-17,Smartphone,Electronics,75746.16,1,fatima.malik66@gmail.com,Card,Completed
ORD-10603,Fahad Khan,19.0,Female,Multan,2025-10-01,Mouse,Accessories,2629.04,3,fahad.khan85@gmail.com,Cash,Completed
ORD-10512,Sara Nawaz,24.0,Male,Karachi,2025-03-13,Smart Watch,Accessories,12400.17,2,sara.nawaz46@gmail.com,Bank Transfer,Returned
ORD-10645,Sana Butt,55.0,Male,Quetta,2024-08-15,Monitor,Electronics,38906.6,1,sana.butt32@gmail.com,Cash,Cancelled
ORD-10027,Zainab Shah,20.0,Male,Gujranwala,2025-08-31,Usb Drive,Storage,2077.0,1,zainab.shah16@gmail.com,Bank Transfer,Cancelled
ORD-10184,Talha Javed,42.0,Female,Sialkot,2024-05-05,Monitor,Electronics,45906.62,1,talha.javed14@gmail.com,Card,Returned
ORD-10217,Hassan Nawaz,22.0,Male,Islamabad,2025-12-18,Laptop,Electronics,140880.25,1,hassan.nawaz10@gmail.com,EasyPaisa,Completed
ORD-10630,Bilal Butt,22.0,Male,Faisalabad,2024-12-09,Laptop,Electronics,138552.74,2,bilal.butt98@gmail.com,Card,Returned
ORD-10610,Maham Ahmed,35.0,Female,Faisalabad,2026-05-28,Usb Drive,Storage,2314.15,3,maham.ahmed56@gmail.com,JazzCash,Completed
ORD-10606,Bilal Malik,49.0,Female,Gujranwala,2024-06-06,Usb Drive,Storage,2203.02,4,bilal.malik19@gmail.com,Card,Returned
ORD-10444,Danish Nawaz,42.0,Male,Quetta,2026-04-30,Smart Watch,Accessories,12269.27,1,danish.nawaz61@gmail.com,Card,Cancelled
ORD-10344,Hamza Malik,42.0,Female,Karachi,2025-01-14,Printer,Office,31854.32,1,hamza.malik83@gmail.com,EasyPaisa,Completed
ORD-10044,Fatima Nawaz,18.0,Female,Faisalabad,2026-05-03,Mouse,Accessories,3080.14,1,fatima.nawaz73@gmail.com,Card,Returned
ORD-10363,Talha Ahmed,61.0,Male,Lahore,2024-01-11,Usb Drive,Storage,2201.79,2,talha.ahmed72@gmail.com,Cash,Cancelled
ORD-10367,Hina Javed,53.0,Male,Faisalabad,2026-06-16,Headphones,Accessories,9447.43,3,hina.javed39@gmail.com,Cash,Returned
ORD-10264,Danish Butt,46.0,Female,Faisalabad,2024-04-09,Smart Watch,Accessories,12675.41,1,danish.butt67@gmail.com,Cash,Cancelled
ORD-10125,Sara Raza,53.0,Male,Peshawar,2026-05-15,Keyboard,Accessories,4275.66,3,sara.raza74@gmail.com,JazzCash,Completed
ORD-10605,Fahad Sheikh,34.0,Male,Multan,2024-06-28,Smart Watch,Accessories,11581.75,1,fahad.sheikh85@gmail.com,Card,Completed
ORD-10229,Danish Ahmed,21.0,Female,Gujranwala,2024-07-14,Printer,Office,35080.01,2,danish.ahmed12@gmail.com,Bank Transfer,Completed
ORD-10268,Fahad Malik,47.0,Male,Faisalabad,2024-07-20,Headphones,Accessories,8963.65,1,fahad.malik69@gmail.com,EasyPaisa,Cancelled
ORD-10261,Fahad Shah,24.0,Male,Islamabad,2025-03-16,Monitor,Electronics,43482.67,4,ali@gmail.com,JazzCash,Pending
ORD-10462,Danish Shah,39.0,Female,Multan,2026-02-14,Smart Watch,Accessories,13035.33,2,danish.shah73@gmail.com,Bank Transfer,Completed
ORD-10006,Maryam Malik,58.0,Female,Karachi,2025-04-09,Smartphone,Electronics,72876.87,1,maryam.malik30@gmail.com,JazzCash,Cancelled
ORD-10260,Maham Khan,24.0,Male,Rawalpindi,2024-03-28,Printer,Office,29484.12,2,maham.khan47@gmail.com,Card,Completed
ORD-10648,Ahmed Khan,54.0,Male,Multan,2025-04-15,Mouse,Accessories,2938.33,1,ahmed.khan62@gmail.com,EasyPaisa,Pending
ORD-10534,Zainab Shah,56.0,Male,Karachi,2025-05-11,Smartphone,Electronics,79731.21,3,zainab.shah66@gmail.com,Card,Returned
ORD-10602,Maryam Sheikh,54.0,Female,Lahore,2026-01-14,Usb Drive,Storage,2114.84,2,maryam.sheikh5@gmail.com,EasyPaisa,Pending
ORD-10649,Omar Sheikh,58.0,Male,Gujranwala,2024-01-02,Smart Watch,Accessories,13420.22,2,omar.sheikh48@gmail.com,JazzCash,Completed
ORD-10118,Ali Khan,49.0,Female,Islamabad,2024-04-20,Tablet,Electronics,48934.36,1,Unknown,Cash,Cancelled
ORD-10599,Ahmed Sheikh,35.0,Female,Peshawar,2026-02-07,Printer,Office,30153.71,5,ahmed.sheikh94@gmail.com,Cash,Completed
ORD-10577,Fatima Raza,50.0,Male,Sialkot,2025-07-27,Laptop,Electronics,135191.64,4,fatima.raza15@gmail.com,Bank Transfer,Cancelled
ORD-10301,Hamza Malik,35.0,Male,Faisalabad,2025-03-15,Laptop,Electronics,132148.65,1,hamza.malik99@gmail.com,Bank Transfer,Completed
ORD-10076,Danish Raza,21.0,Male,Sialkot,2025-09-27,Tablet,Electronics,55139.84,1,danish.raza76@gmail.com,Card,Completed
ORD-10174,Maryam Sheikh,32.0,Male,Sialkot,2025-06-04,Headphones,Accessories,8074.0,2,maryam.sheikh92@gmail.com,Card,Pending
ORD-10553,Ayesha Sheikh,27.0,Male,Karachi,2026-06-02,Usb Drive,Storage,2247.12,3,ayesha.sheikh43@gmail.com,Card,Completed
ORD-10052,Hamza Ahmed,32.0,Female,Karachi,2024-06-03,Printer,Office,34256.94,1,hamza.ahmed41@gmail.com,Card,Completed
ORD-10475,Iqra Raza,43.0,Male,Karachi,2024-02-18,Printer,Office,32515.02,3,iqra.raza33@gmail.com,Cash,Pending
ORD-10236,Danish Sheikh,52.0,Female,Karachi,2026-01-07,Monitor,Unknown,44475.46,1,danish.sheikh94@gmail.com,Bank Transfer,Completed
ORD-10416,Sara Shah,51.0,Female,Islamabad,2024-01-26,Printer,Office,31957.06,2,Unknown,Bank Transfer,Returned
ORD-10477,Hina Khan,56.0,Male,Quetta,2025-11-26,Smartphone,Electronics,71466.35,1,hina.khan53@gmail.com,Bank Transfer,Pending
ORD-10341,Maryam Raza,53.0,Female,Karachi,2025-08-08,Smartphone,Electronics,78636.13,1,maryam.raza31@gmail.com,Cash,Cancelled
ORD-10576,Hassan Ahmed,38.0,Female,Islamabad,2025-06-29,Keyboard,Accessories,4990.03,1,hassan.ahmed26@gmail.com,JazzCash,Pending
ORD-10094,Ali Sheikh,34.0,Female,Quetta,2026-03-11,Headphones,Accessories,8699.59,1,ali.sheikh53@gmail.com,EasyPaisa,Returned
ORD-10634,Iqra Nawaz,53.0,Male,Sialkot,2024-01-05,Mouse,Accessories,2847.78,1,iqra.nawaz12@gmail.com,Cash,Completed
ORD-10508,Ayesha Nawaz,57.0,Female,Lahore,2025-06-22,Tablet,Electronics,56209.83,2,ayesha.nawaz83@gmail.com,JazzCash,Pending
ORD-10613,Hina Butt,19.0,Male,Lahore,2024-02-04,Mouse,Accessories,2906.79,1,hina.butt93@gmail.com,Bank Transfer,Pending
ORD-10149,Anum Shah,57.0,Male,Multan,2025-12-10,Headphones,Accessories,7746.27,1,anum.shah20@gmail.com,Cash,Returned
ORD-10428,Sara Raza,49.0,Female,Rawalpindi,2024-11-21,Smartphone,Electronics,85433.0,3,sara.raza80@gmail.com,Bank Transfer,Cancelled
ORD-10250,Danish Ahmed,29.0,Female,Multan,2024-03-30,Mouse,Accessories,3045.45,1,danish.ahmed98@gmail.com,Bank Transfer,Returned
ORD-10430,Zainab Shah,39.0,Female,Multan,2026-01-20,Monitor,Electronics,38881.7,1,zainab.shah36@gmail.com,EasyPaisa,Cancelled
ORD-10201,Iqra Butt,62.0,Female,Unknown,2025-07-29,Printer,Office,33319.9,1,iqra.butt26@gmail.com,Card,Pending
ORD-10296,Hamza Butt,50.0,Female,Peshawar,2025-02-11,Laptop,Electronics,147159.56,4,hamza.butt6@gmail.com,EasyPaisa,Returned
ORD-10092,Danish Ahmed,44.0,Male,Rawalpindi,2024-08-27,Keyboard,Accessories,4756.11,2,danish.ahmed25@gmail.com,Cash,Returned
ORD-10221,Maham Shah,35.0,Male,Islamabad,2024-06-07,Keyboard,Accessories,4701.04,1,maham.shah30@gmail.com,Cash,Returned
ORD-10029,Ali Iqbal,52.0,Male,Peshawar,2024-03-16,Usb Drive,Storage,2266.73,5,ali.iqbal80@gmail.com,JazzCash,Pending
ORD-10520,Anum Raza,21.0,Female,Rawalpindi,2026-03-09,Usb Drive,Storage,2052.8,1,anum.raza5@gmail.com,EasyPaisa,Returned
ORD-10073,Ali Nawaz,29.0,Male,Faisalabad,2024-12-14,Smart Watch,Accessories,11265.19,1,ali.nawaz37@gmail.com,EasyPaisa,Completed
ORD-10385,Sana Malik,60.0,Male,Unknown,2024-05-21,Laptop,Electronics,153948.77,1,sana.malik13@gmail.com,JazzCash,Returned
ORD-10617,Fatima Iqbal,57.0,Female,Karachi,2024-07-24,Smart Watch,Accessories,11417.96,4,fatima.iqbal9@gmail.com,EasyPaisa,Completed
ORD-10281,Fahad Raza,58.0,Male,Gujranwala,2024-03-18,Tablet,Electronics,56981.66,1,fahad.raza81@gmail.com,Bank Transfer,Cancelled
ORD-10452,Anum Raza,53.0,Female,Karachi,2025-02-27,Tablet,Electronics,53188.14,2,anum.raza88@gmail.com,JazzCash,Returned
ORD-10426,Anum Raza,54.0,Male,Peshawar,2026-03-29,Smartphone,Electronics,79629.92,1,anum.raza25@gmail.com,EasyPaisa,Completed
ORD-10306,Omar Malik,38.0,Male,Peshawar,2024-11-14,Mouse,Accessories,0.3121,2,omar.malik60@gmail.com,EasyPaisa,Completed
ORD-10183,Bilal Nawaz,64.0,Female,Gujranwala,2024-11-22,Monitor,Electronics,46344.17,3,bilal.nawaz19@gmail.com,Card,Cancelled
ORD-10176,Maryam Shah,44.0,Male,Karachi,2026-02-26,Smart Watch,Accessories,11729.51,1,maryam.shah92@gmail.com,JazzCash,Completed
ORD-10379,Ali Khan,25.0,Female,Multan,2025-01-24,Smartphone,Electronics,84176.28,1,ali.khan89@gmail.com,Card,Pending
ORD-10271,Talha Shah,45.0,Male,Multan,2025-01-27,Usb Drive,Storage,2371.73,1,talha.shah54@gmail.com,Bank Transfer,Pending
ORD-10578,Maham Ahmed,36.0,Male,Karachi,2026-04-03,Headphones,Accessories,9382.72,4,maham.ahmed35@gmail.com,Cash,Cancelled
ORD-10604,Talha Malik,35.0,Female,Lahore,2024-10-14,Mouse,Accessories,2574.64,1,talha.malik36@gmail.com,Cash,Pending
ORD-10581,Bilal Butt,47.0,Male,Islamabad,2026-02-12,Printer,Office,32032.32,1,bilal.butt92@gmail.com,EasyPaisa,Cancelled
ORD-10495,Ayesha Raza,30.0,Female,Gujranwala,2024-07-04,Smartphone,Electronics,78157.06,1,ayesha.raza51@gmail.com,Card,Completed
ORD-10570,Bilal Shah,56.0,Female,Gujranwala,2025-08-07,Printer,Office,31251.72,3,bilal.shah81@gmail.com,Bank Transfer,Completed
ORD-10399,Hassan Malik,30.0,Female,Islamabad,2026-11-03,Keyboard,Accessories,4793.36,1,hassan.malik51@gmail.com,EasyPaisa,Completed
ORD-10081,Danish Malik,38.0,Female,Lahore,2026-01-22,Laptop,Electronics,158033.0,3,danish.malik77@gmail.com,Cash,Pending
ORD-10375,Ali Butt,42.0,Female,Karachi,2024-04-15,Monitor,Electronics,38457.78,1,ali.butt29@gmail.com,Cash,Completed
ORD-10511,Sara Butt,60.0,Male,Quetta,2025-06-22,Tablet,Electronics,53817.47,1,sara.butt69@gmail.com,Card,Returned
ORD-10064,Usman Shah,57.0,Female,Multan,2024-10-03,Printer,Office,31311.54,4,usman.shah23@gmail.com,EasyPaisa,Cancelled
ORD-10062,Sara Raza,54.0,Male,Rawalpindi,2026-03-26,Usb Drive,Storage,2111.33,3,sara.raza88@gmail.com,unknown,Returned
ORD-10279,Bilal Raza,50.0,Male,Karachi,2026-05-28,Usb Drive,Storage,2319.75,1,bilal.raza38@gmail.com,EasyPaisa,Completed
ORD-10546,Sana Shah,64.0,Female,Gujranwala,2025-01-24,Usb Drive,Storage,2153.35,2,sana.shah6@gmail.com,Bank Transfer,Completed
ORD-10449,Sana Sheikh,23.0,Female,Quetta,2026-05-29,Smart Watch,Accessories,12284.71,2,sana.sheikh33@gmail.com,Bank Transfer,Returned
ORD-10551,Fahad Butt,59.0,Male,Islamabad,2025-12-09,Smartphone,Electronics,79126.01,1,fahad.butt59@gmail.com,Cash,Pending
ORD-10187,Zainab Butt,49.0,Female,Faisalabad,2024-10-15,Monitor,Electronics,45351.13,1,zainab.butt75@gmail.com,Bank Transfer,Completed
ORD-10009,Hamza Malik,31.0,Female,Unknown,2024-11-18,Usb Drive,Storage,2270.94,3,hamza.malik28@gmail.com,EasyPaisa,Pending
ORD-10086,Talha Ahmed,21.0,Male,Faisalabad,2026-02-17,Smart Watch,Accessories,12144.25,2,talha.ahmed80@gmail.com,Bank Transfer,Pending
ORD-10469,Ayesha Javed,50.0,Female,Gujranwala,2024-02-03,Smart Watch,Accessories,11864.89,4,ayesha.javed55@gmail.com,Card,Returned
ORD-10330,Ayesha Khan,25.0,Female,Islamabad,2024-05-25,Usb Drive,Storage,2099.9,2,ayesha.khan19@gmail.com,JazzCash,Returned
ORD-10614,Anum Malik,26.0,Female,Quetta,2025-09-11,Smartphone,Electronics,71602.98,1,anum.malik91@gmail.com,Card,Completed
ORD-10552,Danish Ahmed,50.0,Female,Gujranwala,2026-01-14,Printer,Office,34799.36,2,danish.ahmed11@gmail.com,Bank Transfer,Returned
ORD-10097,Ali Khan,45.0,Male,Sialkot,2025-01-18,Laptop,Electronics,147175.18,1,ali.khan42@gmail.com,Bank Transfer,Returned
ORD-10394,Danish Nawaz,38.0,Male,Multan,2025-04-02,Smartphone,Electronics,83523.25,3,danish.nawaz58@gmail.com,Cash,Completed
ORD-10157,Maham Nawaz,33.0,Female,Multan,2024-10-22,Tablet,Electronics,54489.23,1,maham.nawaz68@gmail.com,Cash,Pending
ORD-10472,Hina Sheikh,41.0,Female,Gujranwala,2025-12-18,Tablet,Electronics,53640.0,1,Unknown,JazzCash,Returned
ORD-10608,Iqra Raza,63.0,Female,Multan,2025-11-30,Printer,Office,31364.46,1,iqra.raza61@gmail.com,JazzCash,Pending
ORD-10122,Usman Iqbal,45.0,Male,Rawalpindi,2024-04-05,Smartphone,Electronics,85576.93,3,Unknown,Card,Completed
ORD-10598,Sana Javed,54.0,Female,Rawalpindi,2024-02-08,Monitor,Electronics,39392.24,1,sana.javed74@gmail.com,Cash,Returned
ORD-10212,Anum Butt,65.0,Female,Gujranwala,2025-04-10,Headphones,Accessories,8943.84,1,anum.butt29@gmail.com,Bank Transfer,Returned
ORD-10294,Sara Butt,41.0,Female,Unknown,2024-01-13,Usb Drive,Storage,2154.33,1,sara.butt64@gmail.com,EasyPaisa,Returned
ORD-10369,Zainab Raza,36.0,Female,Islamabad,2025-08-22,Monitor,Electronics,39609.11,1,zainab.raza54@gmail.com,EasyPaisa,Completed
ORD-10564,Ali Iqbal,57.0,Female,Gujranwala,2024-07-31,Smartphone,Electronics,70449.59,2,ali.iqbal81@gmail.com,Cash,Cancelled
ORD-10438,Omar Shah,22.0,Female,Gujranwala,2026-05-05,Usb Drive,Storage,2377.78,1,omar.shah47@gmail.com,Card,Returned
ORD-10165,Sara Ahmed,39.0,Male,Multan,2025-01-30,Tablet,Electronics,47832.91,2,sara.ahmed56@gmail.com,EasyPaisa,Cancelled
ORD-10465,Iqra Ahmed,29.0,Male,Faisalabad,2024-10-02,Keyboard,Accessories,5002.55,3,iqra.ahmed46@gmail.com,Card,Pending
ORD-10352,Omar Sheikh,20.0,Female,Rawalpindi,2025-02-15,Usb Drive,Storage,2394.54,2,Unknown,Card,Completed
ORD-10408,Anum Javed,62.0,Female,Lahore,2025-06-07,Printer,Office,28876.3,1,anum.javed29@gmail.com,EasyPaisa,Returned
ORD-10235,Bilal Butt,53.0,Female,Faisalabad,2025-05-26,Usb Drive,Storage,2074.5,3,bilal.butt49@gmail.com,EasyPaisa,Returned
ORD-10509,Anum Malik,23.0,Female,Lahore,2026-05-02,Keyboard,Accessories,4990.3,2,anum.malik2@gmail.com,JazzCash,Returned
ORD-10180,Fatima Nawaz,20.0,Male,Islamabad,2025-07-31,Usb Drive,Storage,2047.0,1,fatima.nawaz93@gmail.com,Cash,Cancelled
ORD-10540,Usman Nawaz,64.0,Male,Karachi,2025-06-29,Monitor,Electronics,38993.43,1,usman.nawaz21@gmail.com,JazzCash,Pending
ORD-10309,Bilal Khan,37.0,Male,Sialkot,2026-01-14,Tablet,Electronics,55896.93,3,bilal.khan98@gmail.com,Bank Transfer,Pending
ORD-10070,Bilal Malik,42.0,Male,Sialkot,2025-12-07,Printer,Office,35747.68,4,bilal.malik96@gmail.com,EasyPaisa,Cancelled
ORD-10272,Maham Sheikh,46.0,Male,Multan,2024-11-18,Mouse,Accessories,3019.03,1,maham.sheikh63@gmail.com,Cash,Returned
ORD-10627,Ahmed Khan,48.0,Male,Sialkot,2024-01-20,Headphones,Accessories,8514.94,1,ahmed.khan95@gmail.com,Card,Completed
ORD-10024,Omar Khan,47.0,Female,Gujranwala,2026-03-14,Mouse,Accessories,2745.68,4,omar.khan50@gmail.com,Bank Transfer,Returned
ORD-10400,Fahad Malik,50.0,Female,Multan,2025-08-26,Smart Watch,Accessories,13324.99,1,fahad.malik99@gmail.com,Cash,Completed
ORD-10293,Talha Nawaz,59.0,Male,Sialkot,2024-10-29,Keyboard,Accessories,4864.37,2,talha.nawaz66@gmail.com,EasyPaisa,Returned
ORD-10372,Ahmed Iqbal,42.0,Female,Faisalabad,2024-02-29,Headphones,Accessories,7684.07,1,ahmed.iqbal43@gmail.com,Card,Pending
ORD-10624,Hina Iqbal,20.0,Male,Lahore,2024-05-23,Smart Watch,Accessories,12582.44,2,hina.iqbal11@gmail.com,Bank Transfer,Pending
ORD-10059,Zainab Butt,48.0,Male,Unknown,2024-05-09,Usb Drive,Storage,2001.89,1,zainab.butt3@gmail.com,Card,Returned
ORD-10580,Ahmed Shah,58.0,Female,Quetta,2025-08-29,Headphones,Accessories,8133.0,2,ahmed.shah51@gmail.com,JazzCash,Cancelled
ORD-10080,Anum Nawaz,37.0,Female,Faisalabad,2025-12-06,Smart Watch,Accessories,11568.64,1,anum.nawaz37@gmail.com,Bank Transfer,Returned
ORD-10266,Bilal Javed,58.0,Male,Karachi,2025-02-18,Smart Watch,Accessories,13287.11,1,bilal.javed55@gmail.com,EasyPaisa,Completed
ORD-10322,Maryam Iqbal,35.0,Female,Karachi,2024-03-30,Printer,Office,33830.76,1,maryam.iqbal53@gmail.com,EasyPaisa,Pending
ORD-10640,Hassan Shah,21.0,Female,Karachi,2025-05-11,Smartphone,Electronics,76674.2,1,hassan.shah29@gmail.com,Card,Returned
ORD-10522,Bilal Javed,32.0,Male,Lahore,2025-12-15,Headphones,Accessories,8362.27,1,bilal.javed73@gmail.com,EasyPaisa,Returned
ORD-10093,Omar Sheikh,39.0,Male,Multan,2025-08-27,Laptop,Electronics,154769.04,1,omar.sheikh64@gmail.com,Cash,Returned
ORD-10455,Ahmed Sheikh,34.0,Male,Rawalpindi,2024-03-06,Usb Drive,Storage,2033.82,1,ahmed.sheikh61@gmail.com,Cash,Completed
ORD-10618,Usman Javed,24.0,Unknown,Faisalabad,2025-10-20,Tablet,Electronics,49967.48,1,usman.javed99@gmail.com,Cash,Completed
ORD-10500,Anum Sheikh,42.0,Female,Lahore,2025-05-26,Smartphone,Electronics,87123.38,1,anum.sheikh48@gmail.com,Cash,Cancelled
ORD-10148,Ahmed Raza,65.0,Male,Rawalpindi,2026-05-05,Printer,Office,32338.86,2,ahmed.raza13@gmail.com,Bank Transfer,Pending
ORD-10252,Sana Shah,54.0,Male,Gujranwala,2024-09-05,Printer,Office,31511.09,3,sana.shah11@gmail.com,Cash,Pending
ORD-10213,Maham Butt,23.0,Female,Peshawar,2025-09-02,Keyboard,Accessories,4695.44,2,maham.butt98@gmail.com,JazzCash,Completed
ORD-10541,Ali Ahmed,58.0,Female,Karachi,2026-02-02,Tablet,Electronics,57714.34,1,ali.ahmed53@gmail.com,Card,Completed
ORD-10331,Fahad Malik,64.0,Female,Multan,2024-06-10,Mouse,Accessories,2739.28,1,fahad.malik44@gmail.com,JazzCash,Pending
ORD-10277,Hamza Ahmed,33.0,Male,Quetta,2024-04-30,Smart Watch,Accessories,13445.31,3,hamza.ahmed12@gmail.com,JazzCash,Returned
ORD-10373,Fahad Sheikh,58.0,Female,Gujranwala,2025-03-20,Smartphone,Electronics,71820.64,1,fahad.sheikh63@gmail.com,EasyPaisa,Returned
ORD-10378,Sara Ahmed,34.0,Male,Quetta,2025-10-17,Laptop,Electronics,131242.37,1,sara.ahmed92@gmail.com,Cash,Completed
ORD55640,Maryam Raza,31.0,Male,Rawalpindi,2024-10-29,Laptop,Electronics,142916.0,2,maryam.raza19@gmail.com,EasyPaisa,Completed
